,0,1,2,3,4
0,0.0,0.0,0.0,0.0,0.0
1,0.1,0.0,0.0,0.0,0.0
2,0.2,0.0,0.0,0.0,0.0
3,0.30000000000000004,0.0,0.0,0.0,0.0
4,0.4,0.0,0.0,0.0,0.0
5,0.5,0.0,0.0,0.0,0.0
6,0.6000000000000001,0.0,0.0,0.0,0.0
7,0.7000000000000001,0.0,0.0,0.0,0.0
8,0.8,0.0,0.0,0.0,0.0
9,0.9,0.0,0.0,0.0,0.0
10,1.0,0.0,0.0,0.0,0.0
11,1.1,0.0,0.0,0.0,0.0
12,1.2000000000000002,0.0,0.0,0.0,0.0
13,1.3,0.0,0.0,0.0,0.0
14,1.4000000000000001,0.0,0.0,0.0,0.0
15,1.5,0.0,0.0,0.0,0.0
16,1.6,0.0,0.0,0.0,0.0
17,1.7000000000000002,0.0,0.0,0.0,0.0
18,1.8,0.0,0.0,0.0,0.0
19,1.9000000000000001,0.0,0.0,0.0,0.0
20,2.0,0.0,0.0,0.0,0.0
21,2.1,0.0,0.0,0.0,0.0
22,2.2,0.0,0.0,0.0,0.0
23,2.3000000000000003,0.0,0.0,0.0,0.0
24,2.4000000000000004,0.0,0.0,0.0,0.0
25,2.5,0.0,0.0,0.0,0.0
26,2.6,0.0,0.0,0.0,0.0
27,2.7,0.0,0.0,0.0,0.0
28,2.8000000000000003,0.0,0.0,0.0,0.0
29,2.9000000000000004,0.0,0.0,0.0,0.0
30,3.0,0.0,0.0,0.0,0.0
31,3.1,0.0,0.0,0.0,0.0
32,3.2,0.0,0.0,0.0,0.0
33,3.3000000000000003,0.0,0.0,0.0,0.0
34,3.4000000000000004,0.0,0.0,0.0,0.0
35,3.5,0.0,0.0,0.0,0.0
36,3.6,0.0,0.0,0.0,0.0
37,3.7,0.0,0.0,0.0,0.0
38,3.8000000000000003,0.0,0.0,0.0,0.0
39,3.9000000000000004,0.0,0.0,0.0,0.0
40,4.0,0.0,0.0,0.0,0.0
41,4.1000000000000005,0.0,0.0,0.0,0.0
42,4.2,0.0,0.0,0.0,0.0
43,4.3,0.0,0.0,0.0,0.0
44,4.4,0.0,0.0,0.0,0.0
45,4.5,0.0,0.0,0.0,0.0
46,4.6000000000000005,0.0,0.0,0.0,0.0
47,4.7,0.0,0.0,0.0,0.0
48,4.800000000000001,0.0,0.0,0.0,0.0
49,4.9,0.0,0.0,0.0,0.0
50,5.0,1.0,0.0,0.0,0.0
51,5.1000000000000005,1.0,0.0,0.0,0.0
52,5.2,1.0,0.15625,0.05859375,0.0
53,5.300000000000001,1.0,0.556640625,0.263671875,0.0
54,5.4,1.0,0.908203125,0.439453125,0.0
55,5.5,1.0,1.1376953125,0.576171875,0.0
56,5.6000000000000005,1.0,1.26953125,0.6689453125,0.0
57,5.7,1.0,1.3427734375,0.7275390625,0.0
58,5.800000000000001,1.0,1.376953125,0.7666015625,0.0
59,5.9,1.0,1.396484375,0.7861328125,0.0
60,6.0,1.0,1.4111328125,0.80078125,0.0
61,6.1000000000000005,1.0,1.416015625,0.8056640625,0.0
62,6.2,1.0,1.416015625,0.810546875,0.0
63,6.300000000000001,1.0,1.416015625,0.810546875,0.0
64,6.4,1.0,1.416015625,0.810546875,0.0
65,6.5,1.0,1.416015625,0.810546875,0.0
66,6.6000000000000005,1.0,1.4111328125,0.810546875,0.0
67,6.7,1.0,1.4111328125,0.810546875,0.0
68,6.800000000000001,1.0,1.4111328125,0.810546875,0.0
69,6.9,1.0,1.4111328125,0.810546875,0.0
70,7.0,1.0,1.4111328125,0.810546875,0.0
71,7.1000000000000005,1.0,1.4111328125,0.810546875,0.0
72,7.2,1.0,1.4111328125,0.810546875,0.0
73,7.300000000000001,1.0,1.40625,0.810546875,0.0
74,7.4,1.0,1.4111328125,0.810546875,0.0
75,7.5,1.0,1.4111328125,0.8154296875,0.0
76,7.6000000000000005,1.0,1.4111328125,0.810546875,0.0
77,7.7,1.0,1.40625,0.810546875,0.0
78,7.800000000000001,1.0,1.40625,0.810546875,0.0
79,7.9,1.0,1.4111328125,0.8154296875,0.0
80,8.0,1.0,1.40625,0.810546875,0.0
81,8.1,1.0,1.40625,0.810546875,0.0
82,8.200000000000001,1.0,1.4111328125,0.810546875,0.0
83,8.3,1.0,1.40625,0.810546875,0.0
84,8.4,1.0,1.40625,0.810546875,0.0
85,8.5,1.0,1.40625,0.810546875,0.0
86,8.6,1.0,1.40625,0.810546875,0.0
87,8.700000000000001,1.0,1.40625,0.810546875,0.0
88,8.8,1.0,1.40625,0.8056640625,0.0
89,8.9,1.0,1.40625,0.810546875,0.0
90,9.0,1.0,1.40625,0.8056640625,0.0
91,9.1,1.0,1.4013671875,0.8056640625,0.0
92,9.200000000000001,1.0,1.40625,0.8056640625,0.0
93,9.3,1.0,1.40625,0.8056640625,0.0
94,9.4,1.0,1.40625,0.8056640625,0.0
95,9.5,1.0,1.4013671875,0.8056640625,0.0
96,9.600000000000001,1.0,1.4013671875,0.8056640625,0.0
97,9.700000000000001,1.0,1.4013671875,0.8056640625,0.0
98,9.8,1.0,1.40625,0.8056640625,0.0
99,9.9,1.0,1.4013671875,0.8056640625,0.0
100,10.0,2.0,1.4013671875,0.8056640625,0.0
101,10.100000000000001,2.0,1.4013671875,0.8056640625,0.0
102,10.200000000000001,2.0,1.58203125,0.9375,0.0
103,10.3,2.0,1.9921875,1.0986328125,0.0
104,10.4,2.0,2.32421875,1.2939453125,0.0
105,10.5,2.0,2.5341796875,1.4453125,0.0
106,10.600000000000001,2.0,2.6611328125,1.552734375,0.0
107,10.700000000000001,2.0,2.734375,1.6259765625,0.0
108,10.8,2.0,2.7783203125,1.669921875,0.0
109,10.9,2.0,2.802734375,1.69921875,0.0
110,11.0,2.0,2.8125,1.71875,0.0
111,11.100000000000001,2.0,2.822265625,1.728515625,0.0
112,11.200000000000001,2.0,2.822265625,1.7333984375,0.0
113,11.3,2.0,2.822265625,1.7333984375,0.0
114,11.4,2.0,2.822265625,1.73828125,0.0
115,11.5,2.0,2.8173828125,1.73828125,0.0
116,11.600000000000001,2.0,2.8173828125,1.73828125,0.0
117,11.700000000000001,2.0,2.8173828125,1.7431640625,0.0
